id,n_instances,n_features,dim,num_on_cat,n_num_att,min_means_num_att,q1_means_num_att,mean_means_num_att,q3_means_num_att,max_means_num_att,min_std_num_att,q1_std_num_att,mean_std_num_att,q3_std_num_att,max_std_num_att,min_means_squared_num_att,q1_means_squared_num_att,mean_means_squared_num_att,q3_means_squared_num_att,max_means_squared_num_att,min_std_squared_num_att,q1_std_squared_num_att,mean_std_squared_num_att,q3_std_squared_num_att,max_std_squared_num_att,min_means_internal_product_num_att,q1_means_internal_product_num_att,mean_means_internal_product_num_att,q3_means_internal_product_num_att,max_means_internal_product_num_att,min_std_internal_product_num_att,q1_std_internal_product_num_att,mean_std_internal_product_num_att,q3_std_internal_product_num_att,max_std_internal_product_num_att,min_covariance,q1_covariance,mean_covariance,q3_covariance,max_covariance,n_cat_att,min_card_cat_att,q1_card_cat_att,mean_card_cat_att,q3_card_cat_att,max_card_cat_att,min_entropy_cat_att,q1_entropy_cat_att,mean_entropy_cat_att,q3_entropy_cat_att,max_entropy_cat_att,min_mutual_info_cat_att,q1_mutual_info_cat_att,mean_mutual_info_cat_att,q3_mutual_info_cat_att,max_mutual_info_cat_att,min_std_freq_cat_att,q1_std_freq_cat_att,mean_std_freq_cat_att,q3_std_freq_cat_att,max_std_freq_cat_att
0_41748,10000,3,0.0003,0.5,1,0.5312437286371373,0.5312437286371373,0.5312437286371373,0.5312437286371373,0.5312437286371373,0.27891909798866615,0.27891909798866615,0.27891909798866615,0.27891909798866615,0.27891909798866615,0.3600157624390995,0.3600157624390995,0.3600157624390995,0.3600157624390995,0.3600157624390995,0.27803794254986625,0.27803794254986625,0.27803794254986625,0.27803794254986625,0.27803794254986625,0.28221211885192915,0.28221211885192915,0.28221211885192915,0.28221211885192915,0.28221211885192915,0.22351719820817442,0.22351719820817442,0.22351719820817442,0.22351719820817442,0.22351719820817442,0.07779586322281117,0.07779586322281117,0.07779586322281117,0.07779586322281117,0.07779586322281117,2,6,10.5,15.0,19.5,24,1.7314042806747594,2.0326908466066897,2.33397741253862,2.6352639784705505,2.936550544402481,1.7137516071440073,1.7225779439093838,2.127235477407083,2.333977412538621,2.936550544402482,0.028216863555131158,0.03495691479278736,0.041696966030443566,0.04843701726809978,0.05517706850575598
1_41726,1834,7,0.003816793893129771,2.5,5,0.17784975342674247,0.40003232689847695,0.3572986997824875,0.40388901139748734,0.40464603274452127,0.11161712100185138,0.2982316102894719,0.2616966790809564,0.3001695161573111,0.30017122513907785,0.044088916494695034,0.25012760099392417,0.209833298077661,0.2520684269034911,0.25271767620547614,0.0902329445220703,0.2982376739346726,0.25682229134602713,0.29843881938159744,0.2989244298308272,0.03162373807725874,0.15997670722369536,0.1356760148944463,0.16307781083621808,0.1636898688456731,0.03064848866988054,0.1920820900376084,0.15989362815737387,0.19217075770022993,0.19241388282896602,-0.002034369904798613,0.005321199770030034,0.06003122395669091,0.08955239075238101,0.09015192030133212,2,2,3.0,4.0,5.0,6,0.14955609977602588,0.508043281190067,0.8665304626041083,1.2250176440181495,1.5835048254321906,0.025198945854526353,0.08737752281527636,0.5860866236875811,0.8665304626041086,1.5835048254321908,0.10117585621059973,0.1922941058984078,0.2834123555862159,0.374530605274024,0.46564885496183206
2_41774,10000,4,0.0004,0.3333333333333333,1,0.479839340168243,0.479839340168243,0.479839340168243,0.479839340168243,0.479839340168243,0.2606389161943062,0.2606389161943062,0.2606389161943062,0.2606389161943062,0.2606389161943062,0.2981784370080374,0.2981784370080374,0.2981784370080374,0.2981784370080374,0.2981784370080374,0.23239367061333177,0.23239367061333177,0.23239367061333177,0.23239367061333177,0.23239367061333177,0.23023899842923792,0.23023899842923792,0.23023899842923792,0.23023899842923792,0.23023899842923792,0.18945971254311958,0.18945971254311958,0.18945971254311958,0.18945971254311958,0.18945971254311958,0.06793264463494257,0.06793264463494257,0.06793264463494257,0.06793264463494257,0.06793264463494257,3,2,3.0,4.0,5.0,6,0.6807398611799604,0.9459743150236267,1.1651315723409406,1.4073274279214307,1.6034460869755685,0.6698470194676457,0.6783200491116845,0.9593949752901665,1.1368102441908712,1.6034460869755693,0.0786,0.0872339447109828,0.10760360099009032,0.12210540148513548,0.14834291354830537
3_41896,10000,9,0.0009,0.5,3,0.05428869294122399,0.24960867239787005,0.3154157241697959,0.4459792397840819,0.4470298277136477,0.04678904469452766,0.13082660137583546,0.15922427035825934,0.2154418831901252,0.21601960832310718,0.00513647688469301,0.12463229427168761,0.1652549088630458,0.2453141248522222,0.2465001380457622,0.01648681886723808,0.11458519905647299,0.14799936077478554,0.21375563172855927,0.21482768421141063,0.0029470432379018296,0.1004519656783128,0.13357831043616966,0.19889394403530358,0.1998309999518834,0.0042037063054955245,0.07352853140658529,0.0971222363071121,0.14358150130792038,0.1443096461081657,0.0015129731268228442,0.001708543487549596,0.02408442356094404,0.04635445052779783,0.04666913809387803,6,4,4.0,5.833333333333333,6.75,10,0.019798312090452807,1.304979223615506,1.3532338612338772,1.7288803264332575,2.0858767253950314,0.0020671421707733565,0.019798312090454608,0.9366447641330412,1.3054246743438607,2.0858767253950323,0.06335116415662777,0.08814514411242338,0.1451133185379216,0.09950636963448649,0.43145483541154106
4_41760,1834,4,0.0021810250817884407,3.0,3,0.557385331853974,0.5616976013587511,0.56538059769505,0.569378230615588,0.5727465903676477,0.19037654878113636,0.1932341298120379,0.19425030451539751,0.19618718238252808,0.1962826539221167,0.34692163849178115,0.3529078463187193,0.35743543615883855,0.3626923349923672,0.36649061583907705,0.19555436521593644,0.1988324276795133,0.20040492085377137,0.20283019867268884,0.2035499072022875,0.3106586355362179,0.31550239548383974,0.3196741567118277,0.3241819172996325,0.32801767916780356,0.1543534017183954,0.158048509401489,0.15982990172611033,0.1625681517299678,0.16339268637535295,0.03626300295556316,0.03700633012331143,0.03763038387121204,0.03844129413233884,0.03854789871419593,1,5,5.0,5.0,5.0,5,1.378577640393039,1.378577640393039,1.378577640393039,1.378577640393039,1.378577640393039,1.3785776403930392,1.3785776403930392,1.3785776403930392,1.3785776403930392,1.3785776403930392,0.1395303871153184,0.1395303871153184,0.1395303871153184,0.1395303871153184,0.1395303871153184
5_1487,2534,26,0.010260457774269928,1.1666666666666667,14,0.2084275007425889,0.23573992227161564,0.3963966517508998,0.5735428804010912,0.6574871427048729,0.12169006776064091,0.14846455456996757,0.16072651747430786,0.17071735425216922,0.21934032325746394,0.05836653125581427,0.0753489253992714,0.2110992562493706,0.35756155900640607,0.48039952022890664,0.06977946817987674,0.10802895922498035,0.14262062057534586,0.1803660767970996,0.2617348067367266,0.04343613103730211,0.05557151899369894,0.1844648686784684,0.33068009075571536,0.43227034946358844,0.03896193265192833,0.05583072947942387,0.09867765134954073,0.13719286267934502,0.20952087953665555,-0.021397122637412086,-0.00046548082140643456,0.007607705872286769,0.01481431881053592,0.048129170765317565,12,2,2.0,3.6666666666666665,4.25,9,0.5546200659019771,0.6190721456328946,0.8992495893693294,1.114713642626456,1.7529220766381295,8.663314633115468e-05,0.009486877700838356,0.2174874156421358,0.2599760948336892,1.7529220766381295,0.017758484609313313,0.17549042253885605,0.19916781088116017,0.2431844995945412,0.32902931753136655
6_41718,10000,6,0.0006,1.0,3,0.41817909523028984,0.4185987593957058,0.41920392547276936,0.4197163405940092,0.4204142576268967,0.2072230560856636,0.20724834319595825,0.20746037806068493,0.20757903904819558,0.2078844477901382,0.217836113507957,0.21831424821230766,0.21877267980469065,0.2192409629530575,0.21968954298945673,0.19164512208083506,0.19210669281023185,0.19230393336617504,0.19263333900884505,0.19269841447806152,0.17486945902217493,0.17522078813962844,0.17572847657542567,0.17615798535205107,0.17674385344702026,0.12988291456903128,0.1301744952007814,0.13029650022820174,0.130503293057787,0.1305405102830425,0.04294568954243634,0.04295441713717596,0.0430408224688912,0.043084741046826545,0.04322026565957665,3,2,2.0,2.6666666666666665,3.0,4,0.0010210290370309323,0.3259327660126682,0.6316615815040986,0.9469818577376323,1.2431192124869592,4.394632215992461e-05,0.0003573736407488672,0.4221799028297402,0.6476120199833955,1.2431192124869601,0.12020721692144777,0.13230360846072386,0.2548357389738159,0.32215,0.4999
7_41817,10000,3,0.0003,2.0,2,0.006429906049891696,0.10843933289495068,0.21044875974000965,0.31245818658506863,0.4144676134301276,0.010819839021908202,0.07194822955577426,0.13307662008964033,0.1942050106235064,0.25533340115737246,0.00015841260827044126,0.05936344653846718,0.1185684804686639,0.17777351439886063,0.23697854832905738,0.009999350495843598,0.06790547771429223,0.12581160493274085,0.1837177321511895,0.24162385936963812,4.1331983747981616e-05,0.042975219591779384,0.08590910719981078,0.12884299480784217,0.17177688241587358,0.00011570013212839338,0.04089554885150875,0.0816753975708891,0.12245524629026945,0.1632350950096498,1.6662785010685678e-05,6.687170476657267e-05,0.021778469774238723,0.03265937326885274,0.06520166591318302,1,2,2.0,2.0,2.0,2,0.6528986086085373,0.6528986086085373,0.6528986086085373,0.6528986086085373,0.6528986086085373,0.6528986086085387,0.6528986086085387,0.6528986086085387,0.6528986086085387,0.6528986086085387,0.14090000000000003,0.14090000000000003,0.14090000000000003,0.14090000000000003,0.14090000000000003
8_41799,10000,6,0.0006,0.5,2,0.4845193571149421,0.48584014302817496,0.48716092894140783,0.48848171485464076,0.4898025007678736,0.2765409106462629,0.2773994590527297,0.2782580074591966,0.2791165558656634,0.27997510427213024,0.313145066431267,0.313954141078332,0.3147632157253971,0.31557229037246215,0.3163813650195272,0.28791729659480353,0.2881452471756372,0.28837319775647097,0.28860114833730466,0.28882909891813835,0.2347511680292363,0.23603808639845517,0.23732500476767404,0.23861192313689294,0.23989884150611182,0.2062460266517404,0.20649148059740002,0.20673693454305964,0.20698238848871928,0.2072278424343789,0.0764825235134157,0.07695556035932653,0.07743500637356114,0.07791124780363387,0.07839389840203038,4,2,2.75,4.75,5.0,11,0.05899495339329457,0.06249577980426598,0.7891763780666086,1.103594105986241,2.343883543425343,0.005588764926469867,0.01175298782998242,0.3893105742460239,0.5092944987574113,2.3438835434253438,0.02985788930448715,0.036414472326121786,0.24914583780704797,0.463886695134762,0.464414802616033
9_41791,1837,5,0.0027218290691344584,1.5,3,0.16686122592446842,0.32567585747131805,0.3786369763281432,0.4845248515299806,0.4845592140417935,0.1202359918410132,0.2029788621765118,0.23057126234503053,0.2857388975970392,0.285756062682068,0.04229936245100868,0.17933365241486837,0.22504048803403176,0.3164110508255433,0.31645415927235854,0.10564651343000883,0.20161991751538677,0.23363542685631322,0.2976298835694654,0.29766644553816607,0.027834794700821515,0.13126068205140484,0.16575817359428122,0.23471986304101106,0.23475315668003394,0.031755018351307125,0.12189947521687589,0.1519659585541441,0.2120714286555626,0.21209892522868054,-0.008621218654792278,-0.0028434479920538035,0.04035917418157823,0.08164655648200758,0.08170100259232461,2,2,2.5,3.0,3.5,4,0.6910475167455956,0.8630230515833384,1.034998586421081,1.2069741212588236,1.3789496560965664,0.6744378250989898,0.6827426709222927,0.914811665980384,1.0349985864210811,1.3789496560965666,0.029928673518463553,0.030543946619522675,0.031159219720581798,0.03177449282164092,0.03238976592270004
